Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCF54,OUT018,2377.6787892763123
FDC20,OUT027,1553.1915488900627
FDU10,OUT046,623.1811123827317
DRA24,OUT018,2274.8179539659495
FDA02,OUT010,353.57125001664247
FDG10,OUT017,931.0614734533171
FDW39,OUT010,448.18839281210273
FDP04,OUT019,158.35484025999799
NCM55,OUT013,3094.238533243274
FDG47,OUT045,4114.709419933481
NCU41,OUT017,3137.5216088630227
NCK31,OUT017,789.3086395218243
FDZ46,OUT045,1667.689762070242
FDU13,OUT027,3922.396584610542
NCF19,OUT045,771.9392464092214
NCJ43,OUT013,2804.901197253808
NCJ05,OUT045,2424.292354189558
FDS04,OUT027,3718.756726840732
FDX28,OUT010,238.43977798956365
FDB41,OUT027,1186.5617724898636
FDG53,OUT046,2232.6277533846232
FDL15,OUT010,366.34617182054586
FDQ08,OUT049,1007.9160038524238
DRN36,OUT013,1581.3967492741112
FDI46,OUT013,4308.342093680521
FDG16,OUT027,5659.55922677172
FDV32,OUT013,1045.4576371785863
FDF44,OUT010,320.8472539594138
FDK04,OUT018,804.1347047334682
NCA41,OUT013,3094.869590590196
FDD51,OUT017,743.1103669974227
NCZ53,OUT045,2890.0668676311916
FDP01,OUT027,4042.344138669777
FDY25,OUT049,3287.11025878121
FDB17,OUT018,2710.7557893988705
NCV54,OUT018,1636.4700699219463
FDJ32,OUT017,936.4654663920912
FDA37,OUT049,2115.1864084764084
FDG35,OUT035,2870.1543509966277
NCM05,OUT018,3962.3764725076444
FDG45,OUT046,3616.5798129096693
FDH28,OUT013,622.0321282607423
NCE18,OUT049,4221.298121675457
FDH38,OUT045,1785.42059629729
FDR56,OUT013,3060.364691633492
FDH17,OUT027,2546.4229329177642
FDD39,OUT049,3391.321286189605
FDB41,OUT049,782.057146010552
NCR53,OUT046,3360.0572545656714
FDX46,OUT017,993.1398875975276
FDV28,OUT049,584.5614428430694
FDA08,OUT018,2310.6287854695884
FDH45,OUT017,724.9966376976139
NCS38,OUT010,324.1086888284398
FDD40,OUT010,480.8318683295098
DRM59,OUT035,2569.3920089027024
NCJ43,OUT018,2540.5453060339796
NCN29,OUT013,796.2951276922486
NCC19,OUT045,3071.407784941249
FDR56,OUT035,3143.4214581781634
FDZ43,OUT049,3870.226390154547
FDJ32,OUT010,154.98925258600548
DRH03,OUT017,1459.241803305938
NCZ54,OUT035,2999.5900515689427
FDE26,OUT017,2362.3247339258005
FDS03,OUT045,1021.5248198518966
DRZ24,OUT019,298.510172895717
FDO48,OUT027,5956.161337857759
FDW39,OUT049,2866.680766464281
NCK05,OUT049,1018.0653921657764
NCK30,OUT017,4126.011174213381
FDT27,OUT018,3521.1259065292775
FDS08,OUT019,432.1615310045575
NCJ19,OUT049,862.0334380584745
FDC58,OUT045,664.509989912216
DRE37,OUT013,3021.970576007126
FDW02,OUT035,2233.2442881880243
FDJ02,OUT010,372.5807587651531
FDX09,OUT045,2868.1214967422657
FDT31,OUT010,476.3788972671256
FDI24,OUT049,3062.004252491138
FDY09,OUT045,2796.9996412633973
FDV28,OUT045,537.5972889826528
DRM47,OUT049,3335.4959783254417
FDT52,OUT019,639.711367295721
FDI48,OUT018,738.6728162720419
FDY55,OUT017,4427.348083236466
FDU48,OUT013,2089.8547295999233
FDN25,OUT045,914.8416518785318
FDP20,OUT049,2096.9210994753744
FDJ15,OUT013,3248.3430027850986
FDD04,OUT018,1933.5464731287004
FDY58,OUT045,3670.622016101388
FDR37,OUT018,2599.204661968764
FDF44,OUT013,2099.720698707791
FDD32,OUT045,1320.330508523007
FDR57,OUT017,2716.475158396038
DRG39,OUT027,1473.987000480975
FDX15,OUT017,2598.022472851141
DRN37,OUT045,2677.253038949181
FDW40,OUT027,3908.8435062464096
FDB32,OUT049,1571.6600332807602
FDM40,OUT018,1998.0795311701415
FDE39,OUT027,3270.5268015178635
DRH49,OUT017,1337.0001662567897
FDT46,OUT049,811.5377071447327
NCF06,OUT035,4316.238016126042
FDP07,OUT017,3215.7873112308844
FDC04,OUT013,3776.873556021355
FDZ32,OUT017,1665.6965698510262
FDD50,OUT045,2864.142860326443
FDU56,OUT017,3231.239827682849
FDV34,OUT017,1176.5455677474083
NCY41,OUT013,626.0686781739935
NCK18,OUT046,2725.690059732951
DRH25,OUT049,853.8433449535465
FDT57,OUT046,4154.346203842897
FDV56,OUT018,1499.4897987910374
FDV12,OUT045,1563.8292901865912
FDN52,OUT017,1541.4335644826506
FDX38,OUT035,795.8704514344737
FDE47,OUT018,1774.0970558488152
NCO07,OUT013,3259.334752096546
FDV09,OUT027,3886.5226253480696
FDZ23,OUT019,451.57186980295546
DRH51,OUT018,1279.0298428747433
NCY54,OUT045,2844.4646009250473
DRG49,OUT013,4439.388052133076
NCC19,OUT049,3117.198993660909
NCV53,OUT045,4191.458963421231
FDZ47,OUT019,253.17789618723418
NCO26,OUT018,1599.5338191786832
NCP02,OUT045,963.3856055409585
NCW30,OUT018,3808.159100703102
NCN55,OUT046,4162.3308965852775
FDB20,OUT010,188.55392476011826
DRL11,OUT013,2541.6233606263036
DRD60,OUT045,2747.3716110238533
FDW14,OUT010,227.63280699393334
FDL27,OUT010,172.89025691903154
FDU09,OUT018,741.4203382110138
DRH36,OUT027,2095.79281037377
FDP34,OUT027,4223.590782604288
FDE04,OUT017,3048.096088766205
FDZ57,OUT027,3623.899369571668
FDF02,OUT010,253.97224065382116
FDG28,OUT045,3878.148858418176
NCI31,OUT046,543.7115457466382
FDT43,OUT013,765.4628474913203
FDU20,OUT046,1979.959495009512
FDD53,OUT013,695.8494206255183
FDW15,OUT045,2484.6823793140766
NCT53,OUT045,2504.5373703152823
NCG55,OUT027,2982.877161016272
FDD48,OUT035,2053.21280293509
FDG47,OUT049,4449.666733133308
FDI21,OUT017,1014.1770168476762
FDT27,OUT017,3983.8249562576193
DRO35,OUT013,2045.128366888599
FDD33,OUT017,3942.9162071428873
FDC04,OUT035,3940.613723096234
FDY34,OUT013,2668.439554934141
DRJ49,OUT049,2107.39147834443
FDE05,OUT049,2343.5593392987466
FDU31,OUT017,3637.3281998202137
NCN19,OUT027,5178.947575704
FDK56,OUT027,5277.340828048913
FDK58,OUT017,1683.1551981432688
NCJ42,OUT035,1721.067912819773
FDZ34,OUT027,5432.352511703371
FDA52,OUT018,2634.311536994968
NCR29,OUT013,873.0944476977436
FDT48,OUT035,3294.671070476674
DRJ51,OUT019,554.0208392255787
NCS54,OUT046,3057.1707546037587
FDV01,OUT035,2525.694926533719
DRG51,OUT027,4420.264544403695
NCG42,OUT013,2081.6774038365593
FDA51,OUT049,1894.3208627130164
FDV19,OUT010,390.0828957318265
NCT18,OUT045,2873.761336851485
NCS41,OUT045,2931.4153874259187
FDO03,OUT046,3747.0383819879025
FDL12,OUT010,161.16127188023194
FDY37,OUT010,359.6804415282811
FDI58,OUT049,1534.6232482075707
FDT28,OUT018,1929.4153704948676
NCC42,OUT010,365.0695294245229
FDO01,OUT017,2128.1980417910945
FDJ02,OUT013,2350.7994488863546
FDQ04,OUT018,499.43010008770443
DRL47,OUT013,2078.133294621643
FDZ32,OUT035,1736.2146371855852
FDC35,OUT035,3494.394945992495
FDX14,OUT045,1154.6178839671568
FDZ35,OUT013,1691.7044000850492
FDL14,OUT013,2361.2091080686764
FDO04,OUT049,903.1901225347603
DRK11,OUT017,2616.2578491067957
FDB44,OUT018,3100.197314940617
FDZ50,OUT049,3242.2114414528187
FDI12,OUT027,2516.9237835246827
FDU43,OUT017,3883.889998509072
FDD58,OUT010,248.53476275738734
FDB27,OUT017,3323.640682960106
FDB04,OUT018,1149.6027544365825
NCO17,OUT013,2024.3415985829372
FDL12,OUT017,950.0635530289553
DRJ13,OUT049,2746.009919896832
FDD57,OUT045,1549.6193773993245
FDW19,OUT035,1777.9926201107924
DRD27,OUT018,1405.5313641207306
FDH27,OUT027,4021.163613842188
NCW30,OUT027,6733.957321754626
FDR40,OUT018,1156.6555293176043
FDG05,OUT013,2633.6312967825224
NCY41,OUT019,86.55969610713444
FDI38,OUT018,2798.5877040850364
FDR20,OUT046,737.1859056072913
FDE09,OUT017,1812.6050880802927
FDN50,OUT019,237.75367651674537
DRF27,OUT045,2333.3936000247986
DRF51,OUT013,593.9670293463471
NCO02,OUT019,161.02238566084293
FDB51,OUT027,1710.7562899067939
FDJ50,OUT013,823.4823515136634
FDN52,OUT013,1373.1215271578421
FDX14,OUT013,1244.5821267798726
FDT27,OUT019,623.2692652229732
FDV10,OUT013,683.4488086499335
FDU33,OUT046,799.2912738863312
FDU58,OUT046,3034.5851654280295
NCP42,OUT027,5231.426515372117
FDL51,OUT027,5721.679090158655
DRH15,OUT027,1188.936396476486
FDU16,OUT017,1336.6773238136277
FDW15,OUT017,2442.2336547820314
FDQ44,OUT045,2012.5301337658443
NCI06,OUT027,4786.971433871282
DRK23,OUT019,650.8625311277377
FDC28,OUT035,1829.1091307548745
NCY17,OUT019,102.2792651770656
NCV05,OUT018,2258.865509600574
FDM34,OUT019,310.593095449388
DRD60,OUT027,5045.668919822793
FDT38,OUT046,1434.6095619513694
FDQ57,OUT018,2062.164267340181
FDE59,OUT027,931.8401522669674
NCM43,OUT046,2663.8000189785535
DRI51,OUT049,2727.077025904555
NCG30,OUT017,1928.5329774302834
NCK54,OUT035,2130.3236227290085
FDQ16,OUT019,260.3996340447933
FDI36,OUT013,3006.157647921703
FDX16,OUT027,3956.6891633007276
FDA34,OUT046,2837.3368796767413
FDJ48,OUT018,3431.8873377337577
FDU47,OUT035,2404.5327891474717
FDS39,OUT046,2381.2322969129627
FDD11,OUT046,4104.862661825341
FDM16,OUT027,1950.618397414472
FDU56,OUT018,2669.079484888944
FDQ32,OUT017,2250.3816746612238
DRK35,OUT013,658.5854942042398
FDA58,OUT049,3731.3764550188594
DRG48,OUT019,355.57726930050995
FDT59,OUT010,614.8936015329703
FDQ31,OUT019,211.80719530739026
FDS51,OUT018,869.5403193588174
FDW32,OUT027,2414.29734503203
FDI15,OUT027,6872.399940172824
NCV30,OUT017,1019.8597303996196
DRG25,OUT049,3153.501147679446
FDT02,OUT013,570.1632682722628
FDO33,OUT027,3038.2987468909923
FDP38,OUT035,797.7311136208284
FDZ45,OUT035,3212.685548079634
NCA54,OUT027,4896.247723785242
FDU33,OUT017,835.838628222666
FDN58,OUT017,3823.535118723196
FDI05,OUT045,1211.2093590527406
FDM57,OUT019,193.33333966291892
NCS42,OUT027,2361.6201239255524
FDB57,OUT045,3516.9376733291733
FDC03,OUT045,3076.798675672194
FDZ58,OUT013,2026.8663971622768
NCK29,OUT045,2081.962641722255
NCR53,OUT045,3457.254399785026
FDE26,OUT027,3756.475679250948
FDU52,OUT049,2547.7403386289525
FDE41,OUT027,2290.0487434060415
FDU38,OUT018,2661.9945577301064
FDA52,OUT017,2976.3891332345947
FDW46,OUT046,1145.212968067135
DRI59,OUT035,3952.373100072479
FDT38,OUT035,1339.4895026482595
FDL33,OUT018,2784.013411089421
FDQ01,OUT027,6572.40540602695
FDJ08,OUT046,3172.400041629627
FDQ47,OUT049,595.0299733993236
NCZ18,OUT013,4214.033427086693
FDE29,OUT017,930.9545460277102
FDF10,OUT027,4008.378010612082
FDC48,OUT049,1422.4441630359427
FDY58,OUT013,3654.90893722759
NCX30,OUT010,722.1186789022161
FDV11,OUT013,2680.959796270155
FDT46,OUT046,765.9487723013187
DRD01,OUT019,142.31099083939557
FDQ11,OUT013,4127.281129172809
NCM41,OUT017,1598.9704073622722
NCC55,OUT013,573.1969916457398
FDG45,OUT027,5996.7473074307545
NCQ54,OUT049,2945.5429325538557
FDM34,OUT045,1960.2256677293492
FDD17,OUT019,582.8574614532861
FDN38,OUT027,6752.984394910161
FDB53,OUT018,2250.357170955228
NCL06,OUT035,4389.415205979978
NCV18,OUT019,194.84125642998347
FDX25,OUT013,3034.9075602251714
FDB39,OUT046,907.5061906146327
FDC33,OUT049,3307.779366642353
NCO14,OUT018,567.5930774676124
FDA58,OUT027,6276.997411584372
NCQ02,OUT017,3232.4274305689623
NCR53,OUT017,3825.8305919798286
FDN52,OUT046,1427.7151548876764
FDG26,OUT046,4230.784658755387
FDE23,OUT027,1329.4104438958016
DRI37,OUT013,918.83090214413
DRH37,OUT018,2277.2367367020393
FDO01,OUT035,2102.567432933576
FDK45,OUT049,1958.8534282561327
FDP23,OUT049,3588.0919863658246
FDM33,OUT035,3756.4095474408095
FDD36,OUT017,1953.1057326891798
FDL56,OUT017,1421.1548628115545
FDT27,OUT010,614.4769771930222
FDG52,OUT017,757.3762683106569
NCL42,OUT035,4153.402730816607
DRJ24,OUT046,3227.119163661963
FDV38,OUT046,804.6869464088121
FDT35,OUT045,2630.27392009955
FDY51,OUT045,3427.402211788937
FDC37,OUT017,1844.2880918485157
NCP43,OUT013,2904.286621861569
FDO33,OUT045,1767.4202809250378
FDW04,OUT018,1862.3765045460357
NCC31,OUT046,2571.8578144640646
FDK22,OUT049,3751.4708283520113
FDJ50,OUT017,894.4386382925937
FDV13,OUT017,1460.9110511453323
DRL60,OUT017,2488.0676039392597
FDW03,OUT017,1934.9106268533549
FDY27,OUT035,2960.0199815316128
FDB39,OUT027,1415.010095370253
FDU59,OUT045,2665.9029645220794
FDZ57,OUT049,2099.3897050377254
FDO21,OUT049,3392.525048563012
FDS43,OUT018,2927.641762550753
FDU28,OUT010,483.36125425374894
FDC51,OUT010,306.5381202979356
FDW16,OUT010,243.10770059198882
FDP32,OUT010,305.45347453979144
FDB60,OUT019,461.50247016089236
NCQ30,OUT046,1958.9612697933917
FDD26,OUT049,3116.811176839988
FDI44,OUT045,1182.1591468807862
DRH23,OUT046,927.0358901451921
FDO44,OUT046,1806.9939627118038
FDG04,OUT046,3104.6372227386173
FDM32,OUT027,2722.6952058496827
FDM09,OUT013,2782.824029792174
FDZ47,OUT013,1600.4830395008153
FDM40,OUT027,3853.496652424993
FDY48,OUT017,1672.3561287178745
NCM30,OUT045,689.7953357715489
FDX36,OUT010,565.5622663376381
DRF03,OUT017,602.5044772180094
FDN51,OUT049,4171.872153973242
FDM57,OUT049,1257.4477695642477
FDB35,OUT049,1535.3655507421086
FDY13,OUT027,2127.785184257337
FDA37,OUT017,2239.6541313978096
NCX53,OUT017,2509.393565795673
FDD59,OUT018,1126.5889816438407
FDX10,OUT019,92.78783388909244
FDC03,OUT018,2713.505128669754
FDW43,OUT035,3942.9326067110173
FDW10,OUT046,2929.8934602165527
FDY14,OUT027,6534.168677823347
FDV43,OUT045,713.8272687825767
FDO40,OUT013,2524.839868187261
FDP46,OUT027,2452.619432077653
NCE43,OUT019,433.7084291688484
FDD05,OUT035,2057.4772529475017
FDJ60,OUT010,396.27552417629255
DRE27,OUT018,1233.3685163254122
FDO11,OUT035,4347.71181122993
DRG11,OUT027,2773.092913686821
FDK33,OUT010,560.8650475325107
DRM23,OUT045,2631.7640569775217
FDJ02,OUT027,3808.636449127259
NCZ05,OUT045,1608.9079792505263
NCL30,OUT013,1996.5173677888336
FDZ19,OUT018,2362.336005941401
FDM45,OUT049,1953.2702957346542
FDO36,OUT046,2788.9547251980866
NCK31,OUT045,749.9865790672964
DRJ37,OUT045,2443.7851300883863
FDP24,OUT018,1671.6970205170805
FDF46,OUT013,1856.835114753363
FDX46,OUT019,146.04562211815127
NCL18,OUT045,2989.7626846613944
FDJ26,OUT013,3517.33505426815
FDJ07,OUT045,1887.5815424804496
FDY15,OUT013,2474.6464357518225
DRG01,OUT045,1186.0551745759362
FDF58,OUT045,1061.3887998983234
FDZ14,OUT019,301.62736711693594
FDP31,OUT049,1052.4699670637106
FDH45,OUT013,701.9413251030398
FDA09,OUT010,459.1611169162396
FDW31,OUT035,3124.693969322962
FDA57,OUT046,650.6691166988572
NCE55,OUT035,2860.655131188649
FDC17,OUT019,513.7324496825128
FDC59,OUT013,1057.7710088303174
FDA22,OUT013,2615.3035189664997
FDK52,OUT035,3512.594675238847
NCM26,OUT046,2391.962624495915
NCT53,OUT035,2727.381083455218
FDW45,OUT018,2211.9387787467062
NCI18,OUT035,3687.1421445899823
FDE38,OUT018,2268.6566566500755
FDF08,OUT019,213.47520796897902
FDY58,OUT010,596.0900123234026
FDF58,OUT019,175.97386896733047
FDX39,OUT017,3394.6296158403484
FDB44,OUT049,3246.659748439591
FDF28,OUT013,2019.0427481673164
FDE39,OUT013,1867.9374066170215
FDT37,OUT018,3285.362590942242
FDZ45,OUT017,3290.5695287727613
FDO40,OUT035,2515.0920591695003
FDM57,OUT027,2214.1727220473704
DRG36,OUT017,2852.3104455979073
FDY36,OUT010,183.22488475268483
DRL60,OUT027,4078.7853573773805
FDS25,OUT019,273.94208765038746
DRF49,OUT027,2921.1295570203533
FDP16,OUT045,4106.253559376897
FDS60,OUT049,2882.0213979815176
FDU15,OUT027,999.919913730999
FDK43,OUT046,2083.8053951407196
FDN25,OUT046,867.3305542179136
FDE53,OUT049,1723.517735589095
FDB22,OUT013,2524.2136999156596
FDE39,OUT017,2025.2061194218527
FDX35,OUT035,3705.1393629046515
NCG54,OUT049,2959.023086874284
FDH27,OUT035,2438.9980176312497
NCK42,OUT013,3453.778464136568
FDS25,OUT049,1866.3612975573665
FDI10,OUT018,2373.402112517166
FDU35,OUT035,1781.1572284916576
FDI04,OUT017,3301.9700022214106
DRK23,OUT035,4627.045376521146
FDB53,OUT019,356.5317597495712
FDY02,OUT049,4441.034782254944
FDM60,OUT035,687.1754254431952
NCJ31,OUT010,679.0811006291681
DRP35,OUT017,2018.1528962990421
NCQ30,OUT018,1778.0492010321188
DRL11,OUT010,415.7664695237225
FDU01,OUT013,3162.052247152094
FDR39,OUT035,3111.3782570321355
FDO08,OUT046,2656.6086547105397
FDC02,OUT045,4071.2083357943948
NCZ29,OUT035,2100.9227146220173
FDF29,OUT010,327.89366347698245
FDZ23,OUT017,3226.3105172642804
NCU53,OUT018,2311.370819097746
NCW30,OUT013,4398.681170194827
NCM26,OUT027,4280.88638248933
FDV50,OUT027,3273.212079836308
FDW15,OUT049,2506.1867102198908
FDI35,OUT027,4920.721203133287
FDO11,OUT017,4289.79073952095
FDN48,OUT046,1527.3046629761254
NCA17,OUT049,2378.8801205732607
NCN54,OUT013,1273.3544626012924
FDP22,OUT013,758.6174115762394
NCB54,OUT035,2017.3170710526597
FDD08,OUT045,619.9274726560918
DRM48,OUT010,91.88288641910852
FDG41,OUT027,2871.354845201641
FDE44,OUT027,1404.3905502066402
FDE26,OUT035,2383.957771673998
NCS38,OUT013,1931.269168272141
NCJ54,OUT018,3263.7772198937346
FDI40,OUT019,241.8134444248849
FDN45,OUT018,3461.542941533264
FDU43,OUT046,3961.2178965563276
FDI04,OUT010,469.4260322381474
NCC07,OUT018,1494.6053702878162
NCC07,OUT019,267.02838151738035
NCD18,OUT045,3660.507997182819
FDU55,OUT035,4542.012362428361
FDX59,OUT035,565.165356249998
FDR52,OUT049,3254.0461182372283
NCP17,OUT013,1057.203984504789
FDQ32,OUT045,1948.9039174279612
NCT17,OUT049,3217.5611105569665
FDO10,OUT049,986.2831323160566
FDE32,OUT049,568.2597905539101
FDN44,OUT045,2535.0925211972526
FDH02,OUT035,1426.922665661177
FDK60,OUT013,1735.0949130493984
FDS24,OUT019,230.64599498692806
FDL03,OUT010,533.2295077353591
FDB46,OUT027,5691.998295947314
FDO48,OUT049,3882.2682183915845
FDZ39,OUT049,1631.240024915734
FDT02,OUT027,957.8870358798753
FDC50,OUT013,1690.2841731315555
FDP39,OUT035,837.7123008222495
DRG15,OUT018,855.3340238505212
FDP10,OUT018,1408.3096897423397
FDF53,OUT027,4991.943031816501
FDN34,OUT045,2654.1766769059673
FDK02,OUT045,1832.7787522244594
FDC23,OUT045,2849.1361935147615
FDJ10,OUT019,341.5468005852338
FDE53,OUT035,1732.8677573105924
FDR25,OUT035,4404.37614891528
FDW50,OUT046,2602.3324081118344
FDS09,OUT049,862.6079290253022
FDW49,OUT010,448.89854343890204
FDU51,OUT046,2780.4644760214987
FDF28,OUT018,1708.0143096996428
NCY30,OUT018,2449.6091238976965
FDD44,OUT045,4436.603675114378
FDX09,OUT017,3107.3412759673142
NCF30,OUT013,1955.1533579891482
FDZ50,OUT019,444.3281112349173
FDW37,OUT013,1447.3565570085243
FDD11,OUT049,4315.444262599647
DRH39,OUT018,1066.3472991407757
FDA36,OUT049,2957.322741330696
NCG43,OUT049,1553.976469297982
FDF02,OUT035,1741.4147829615115
FDP57,OUT027,2605.014712923631
NCE42,OUT017,3768.9911089923344
NCR38,OUT027,6546.457601346501
FDP03,OUT019,321.82780840707625
FDO51,OUT035,737.0453998533924
NCQ42,OUT046,1937.0219667480924
NCM41,OUT046,1523.898337240948
FDH48,OUT027,2228.672146211483
DRF60,OUT046,3887.0650837020576
FDJ27,OUT035,1635.839115983386
FDQ14,OUT013,2447.609767850591
FDN27,OUT017,1921.5068844443788
NCQ02,OUT046,2989.0416911832667
FDJ33,OUT049,1950.81563997449
FDP07,OUT027,5520.1640361916825
DRE01,OUT049,4136.285591308801
FDU36,OUT045,1608.7770042582854
FDL28,OUT017,3729.1565513309747
NCX53,OUT046,2427.570489808001
FDZ39,OUT013,1608.7386743416341
NCP42,OUT013,3314.9282455522707
FDJ14,OUT035,1337.0577357895236
FDK04,OUT049,932.2185955539886
NCC19,OUT017,3194.751659445797
FDS09,OUT018,697.612997480004
FDZ02,OUT046,1566.4169702053687
FDD35,OUT018,1634.0438222635003
NCY42,OUT017,2443.5634665725997
FDB05,OUT045,4119.3523747300305
FDF20,OUT035,3341.2463620656285
NCO41,OUT018,1368.063484544325
FDC40,OUT027,2069.162527414749
FDV58,OUT045,3007.983820507656
FDZ57,OUT045,1932.240049456729
DRM35,OUT046,2875.174068930027
DRN36,OUT018,1307.7700257461272
FDQ13,OUT046,1373.783138793288
DRO35,OUT010,285.5537321445996
NCD43,OUT035,1743.0989354287933
FDA51,OUT018,1530.7444938143276
NCX17,OUT027,6276.149204256194
NCZ17,OUT049,694.0358536924052
FDR11,OUT027,4375.43750739208
FDW34,OUT049,4202.857970268548
FDN50,OUT017,1477.7841668845679
FDS09,OUT046,811.5199048981447
FDS48,OUT018,2134.8633464549453
FDL44,OUT049,2758.9130291723886
DRF48,OUT018,2778.2588781287154
FDA14,OUT018,2129.2443240717034
NCD30,OUT049,1675.1240699283203
FDI16,OUT017,931.7206410558844
NCG06,OUT035,4088.5844613969916
DRZ24,OUT035,2040.4135106976241
NCS17,OUT045,1522.6624032320817
FDB37,OUT045,3808.0272435576007
FDE10,OUT035,2134.8049198167146
FDC57,OUT045,3040.5894220411105
FDM12,OUT018,2855.836026445202
FDE24,OUT049,2359.7447685159436
FDW22,OUT045,3499.7700676228683
DRD01,OUT027,1451.9200660009678
NCZ18,OUT027,6581.93819553729
FDN49,OUT045,618.4349323349379
FDR22,OUT035,1952.1657713120876
FDV08,OUT019,104.23451048663142
FDY39,OUT046,3305.82916488277
FDV36,OUT049,2121.0483549093233
FDO60,OUT045,729.7551918950851
FDU04,OUT027,3248.4285897261007
FDR20,OUT027,1390.769409421385
FDW19,OUT019,275.8403457505484
FDU40,OUT049,3150.2640214057665
FDK15,OUT045,1523.4143114508784
DRF15,OUT035,2338.3506406742586
FDQ25,OUT017,2781.963838815215
FDI48,OUT019,136.82526932404485
FDS49,OUT046,1267.0055735492276
FDV22,OUT046,2617.6476536739883
NCV42,OUT046,1715.3642375115273
FDX26,OUT046,2963.280802917402
FDI33,OUT018,1309.347431302215
FDZ14,OUT049,2109.7844370086004
FDG10,OUT013,961.4415236039907
FDM38,OUT018,707.929926473245
FDG26,OUT027,6724.9942786558195
FDH46,OUT035,1765.370054124119
FDN13,OUT018,1369.0949451328834
FDU57,OUT035,2517.369457682218
NCI06,OUT046,3015.930308988037
FDM38,OUT045,881.3844040694003
NCG42,OUT010,305.7864548231984
FDL39,OUT045,2988.2873276323817
FDT31,OUT019,485.2011017913452
FDV59,OUT013,3695.1537263655396
FDB49,OUT035,1609.7459818420396
FDD58,OUT049,1638.0580908955822
DRN59,OUT046,754.1942875654793
FDX48,OUT049,2608.108253464009
FDQ11,OUT049,4028.7749989480617
FDY12,OUT049,865.136261231071
FDQ11,OUT045,3992.1437883513545
DRI11,OUT017,1936.7550228205023
FDY32,OUT027,4418.322091298356
FDS51,OUT045,941.4129402089136
FDR19,OUT010,371.8317946794367
DRB13,OUT018,2688.481741094706
FDS21,OUT035,1028.9618237451782
FDQ40,OUT045,2969.6710143880705
NCE55,OUT013,2982.6760578888034
FDX43,OUT027,4057.030228181857
FDS12,OUT049,2053.6220997611017
DRK01,OUT027,2485.839153605507
FDN25,OUT017,874.4565072119792
FDB60,OUT046,3205.99216198719
FDQ13,OUT017,1400.3536562828815
DRK13,OUT045,3169.9357887624674
DRF25,OUT018,462.62646601550404
NCD42,OUT019,98.38100178769774
FDW25,OUT045,1397.2195277474316
NCV29,OUT027,4588.30360335734
NCK42,OUT035,3390.8828393964104
DRJ13,OUT027,4307.2780989122175
DRD15,OUT017,3869.262809946324
FDM27,OUT045,2519.0804019260886
FDZ50,OUT018,2524.7846669261917
FDC04,OUT046,4002.5651073353642
FDF50,OUT049,3224.515965190106
FDP15,OUT045,3811.29935001344
FDK46,OUT035,4347.484462482142
FDZ56,OUT018,2329.235308137396
FDY60,OUT049,2322.9278695437397
FDB10,OUT035,3838.2228152624725
FDR57,OUT045,2495.261901138289
FDU58,OUT049,3180.5363751205923
FDH02,OUT046,1397.091658067196
FDP48,OUT013,3079.6593778315028
FDI46,OUT035,4303.157687417202
FDW56,OUT013,3225.3533467046573
NCM19,OUT010,296.611011232312
FDS50,OUT027,5935.505468331345
FDK24,OUT013,763.0728661778687
FDO36,OUT017,3154.6942849852403
FDK45,OUT027,3059.723081762316
NCL05,OUT045,684.1900179650545
FDL32,OUT018,1503.5433336656663
FDA28,OUT049,2107.2206000151987
FDY36,OUT018,1041.7350995209538
FDP32,OUT018,1677.9184810239997
FDL50,OUT046,1917.0747745709082
DRC24,OUT049,2597.440973034235
NCS18,OUT017,1815.6811026617693
FDD16,OUT017,1315.3889646748337
NCV18,OUT013,1498.184814675246
FDX07,OUT046,2935.246366479258
NCZ05,OUT027,2798.1391116814743
NCI31,OUT013,581.8363710785472
FDK14,OUT049,1367.2351990438272
NCR06,OUT045,691.6800685024052
NCF54,OUT049,2789.9459441276003
DRG23,OUT010,416.15667874245753
FDD53,OUT046,670.6610104483883
NCM31,OUT027,3572.777589295142
FDT16,OUT017,4157.336017887354
FDR40,OUT035,1301.1425095913607
DRG25,OUT017,3147.7981334087603
FDT10,OUT035,1035.3724159008307
FDY32,OUT013,2713.117016098966
FDN50,OUT035,1424.9573706957185
FDZ35,OUT019,284.640620331472
NCP54,OUT045,1998.3848044745143
NCD07,OUT035,1804.940954179526
FDS02,OUT018,2793.158845251431
DRN59,OUT018,643.550121365759
DRB24,OUT013,2580.4178931411175
FDP37,OUT027,3321.4958453445383
DRB01,OUT018,2738.5436866712685
FDR47,OUT046,3062.2145848246946
NCM31,OUT010,349.4355104702528
NCF06,OUT027,6629.968871401672
NCV17,OUT027,3423.2230303685947
FDS10,OUT049,2934.078252195282
FDN52,OUT035,1456.8982805724424
FDZ48,OUT013,1841.6602787769073
FDJ48,OUT049,4128.641064655389
DRB13,OUT027,4657.927028374547
FDV59,OUT017,3538.267930314921
FDL32,OUT035,1908.1762268421705
FDZ12,OUT035,2345.4864809999763
NCR06,OUT027,1070.2186765316724
FDP51,OUT017,2085.6407786556138
FDY22,OUT013,2330.2860432690945
FDZ38,OUT049,2977.889640596849
NCO54,OUT035,887.7350826566469
FDR23,OUT035,2738.4571528849847
FDM38,OUT049,865.4900909826617
FDS25,OUT013,1898.8420788307114
FDZ22,OUT013,1333.3554770939966
FDZ20,OUT019,667.4780735892285
FDD45,OUT010,245.08211390827068
